,Unnamed: 0,Student ID,student_name,gender,grade,school_name,reading_score,math_score,cat_read,cat_math
353,353,353,Gary Williams,M,10th,Huang High School,73,56,aprobado,reprobado
354,354,354,Michael Pittman,M,12th,Huang High School,89,60,aprobado,reprobado
355,355,355,Stephanie Palmer,F,10th,Huang High School,85,91,aprobado,aprobado
356,356,356,Christine Perry,F,11th,Huang High School,92,97,aprobado,aprobado
357,357,357,Suzanne David,F,10th,Huang High School,83,62,aprobado,reprobado
358,358,358,Amber Smith,F,12th,Huang High School,82,75,aprobado,aprobado
359,359,359,Ryan Jones,M,9th,Huang High School,94,62,aprobado,reprobado
360,360,360,Emily Ford,F,9th,Huang High School,79,61,aprobado,reprobado
361,361,361,Kelsey Shea,F,12th,Huang High School,85,66,aprobado,reprobado
362,362,362,Katherine Wallace,F,12th,Huang High School,65,56,reprobado,reprobado
363,363,363,Erica Conway,F,11th,Huang High School,79,72,aprobado,aprobado
364,364,364,Tyler Parker,M,11th,Huang High School,88,56,aprobado,reprobado
365,365,365,Michael Parks,M,9th,Huang High School,93,58,aprobado,reprobado
366,366,366,Elizabeth Hunt,F,12th,Huang High School,91,58,aprobado,reprobado
367,367,367,Grant Jackson,M,11th,Huang High School,78,61,aprobado,reprobado
368,368,368,Daniel Matthews,M,9th,Huang High School,78,78,aprobado,aprobado
369,369,369,Diana Silva,F,9th,Huang High School,69,82,reprobado,aprobado
370,370,370,Frank Garza,M,11th,Huang High School,84,95,aprobado,aprobado
371,371,371,Terri Fischer,F,10th,Huang High School,68,55,reprobado,reprobado
372,372,372,Robert Goodwin,M,12th,Huang High School,95,92,aprobado,aprobado
373,373,373,Bobby Ruiz,M,10th,Huang High School,65,97,reprobado,aprobado
374,374,374,Stephanie Taylor,F,12th,Huang High School,75,97,aprobado,aprobado
375,375,375,Erin Hill,F,10th,Huang High School,68,98,reprobado,aprobado
376,376,376,Erin Cohen,F,10th,Huang High School,71,74,aprobado,aprobado
377,377,377,Jeffrey Morris,M,9th,Huang High School,84,57,aprobado,reprobado
378,378,378,Elizabeth Simpson,F,10th,Huang High School,97,63,aprobado,reprobado
379,379,379,Jennifer Davis,F,11th,Huang High School,96,68,aprobado,reprobado
380,380,380,Rachel Burton,F,9th,Huang High School,75,75,aprobado,aprobado
381,381,381,Joseph Wilkins,M,9th,Huang High School,66,95,reprobado,aprobado
382,382,382,Lawrence Montgomery,M,11th,Huang High School,87,70,aprobado,aprobado
383,383,383,Patricia Howard,F,11th,Huang High School,70,65,aprobado,reprobado
384,384,384,Jessica Hanson,F,11th,Huang High School,84,55,aprobado,reprobado
385,385,385,Donna Dean,F,10th,Huang High School,98,77,aprobado,aprobado
386,386,386,Edwin Reid,M,9th,Huang High School,69,57,reprobado,reprobado
387,387,387,Jodi Brown,F,12th,Huang High School,70,85,aprobado,aprobado
388,388,388,Elizabeth Richard,F,9th,Huang High School,90,88,aprobado,aprobado
389,389,389,Aaron Martinez,M,9th,Huang High School,85,72,aprobado,aprobado
390,390,390,Stephen Fischer,M,9th,Huang High School,81,88,aprobado,aprobado
391,391,391,Diana Reeves,F,11th,Huang High School,86,83,aprobado,aprobado
392,392,392,Jeffrey Eaton,M,10th,Huang High School,99,90,aprobado,aprobado
393,393,393,Evelyn Miller,F,9th,Huang High School,65,71,reprobado,aprobado
394,394,394,Christopher Kidd,M,9th,Huang High School,97,55,aprobado,reprobado
395,395,395,Sarah Adams,F,9th,Huang High School,91,62,aprobado,reprobado
396,396,396,Melinda Nelson,F,12th,Huang High School,75,82,aprobado,aprobado
397,397,397,Kevin Brooks,M,11th,Huang High School,78,72,aprobado,aprobado
398,398,398,John Bowen,M,12th,Huang High School,77,56,aprobado,reprobado
399,399,399,Tracie Abbott,F,12th,Huang High School,72,69,aprobado,reprobado
400,400,400,Allen Foster,M,11th,Huang High School,93,65,aprobado,reprobado
401,401,401,Kathryn Elliott,F,12th,Huang High School,63,91,reprobado,aprobado
402,402,402,Christopher Walker,M,12th,Huang High School,94,66,aprobado,reprobado
403,403,403,Cynthia Martin,F,11th,Huang High School,67,59,reprobado,reprobado
404,404,404,Amanda Bennett,F,11th,Huang High School,88,97,aprobado,aprobado
405,405,405,Dennis Padilla,M,11th,Huang High School,92,93,aprobado,aprobado
406,406,406,Antonio Miller,M,11th,Huang High School,63,63,reprobado,reprobado
407,407,407,Melissa Trevino,F,11th,Huang High School,71,56,aprobado,reprobado
408,408,408,Andrew King,M,10th,Huang High School,99,80,aprobado,aprobado
409,409,409,John Martinez,M,11th,Huang High School,68,76,reprobado,aprobado
410,410,410,Lauren King,F,9th,Huang High School,74,82,aprobado,aprobado
411,411,411,Stephanie Mercado,F,9th,Huang High School,93,98,aprobado,aprobado
412,412,412,William Smith,M,11th,Huang High School,69,94,reprobado,aprobado
413,413,413,Jonathan Marshall,M,12th,Huang High School,86,72,aprobado,aprobado
414,414,414,Luke Lowery,M,10th,Huang High School,93,82,aprobado,aprobado
415,415,415,Emily Reynolds,F,9th,Huang High School,88,99,aprobado,aprobado
416,416,416,Kevin Mclean,M,9th,Huang High School,86,80,aprobado,aprobado
417,417,417,Elizabeth Taylor,F,11th,Huang High School,97,84,aprobado,aprobado
418,418,418,Pamela Rivas,F,11th,Huang High School,84,58,aprobado,reprobado
419,419,419,Tammy Martin,F,9th,Huang High School,84,64,aprobado,reprobado
420,420,420,Holly Watkins,F,9th,Huang High School,81,74,aprobado,aprobado
421,421,421,Patrick Chen,M,9th,Huang High School,67,79,reprobado,aprobado
422,422,422,Michelle Griffin,F,10th,Huang High School,85,81,aprobado,aprobado
423,423,423,Theresa Andrews,F,12th,Huang High School,65,58,reprobado,reprobado
424,424,424,Alan Henry,M,9th,Huang High School,63,81,reprobado,aprobado
425,425,425,Larry Hines,M,10th,Huang High School,91,59,aprobado,reprobado
426,426,426,Travis Frazier,M,12th,Huang High School,75,68,aprobado,reprobado
427,427,427,Julie Jones,F,12th,Huang High School,74,68,aprobado,reprobado
428,428,428,Natalie Reynolds,F,10th,Huang High School,77,70,aprobado,aprobado
429,429,429,Jessica Cohen,F,10th,Huang High School,69,98,reprobado,aprobado
430,430,430,Jason Robinson,M,12th,Huang High School,69,95,reprobado,aprobado
431,431,431,Heather Palmer,F,9th,Huang High School,78,57,aprobado,reprobado
432,432,432,Emily Cardenas,F,10th,Huang High School,77,87,aprobado,aprobado
433,433,433,Scott Glover,M,12th,Huang High School,65,92,reprobado,aprobado
434,434,434,Jacqueline White,F,12th,Huang High School,68,67,reprobado,reprobado
435,435,435,Elizabeth Espinoza,F,9th,Huang High School,76,75,aprobado,aprobado
436,436,436,Toni Porter,F,11th,Huang High School,92,72,aprobado,aprobado
437,437,437,Jennifer Mejia,F,11th,Huang High School,90,59,aprobado,reprobado
438,438,438,Brenda Peterson,F,10th,Huang High School,75,78,aprobado,aprobado
439,439,439,Paul Hamilton,M,9th,Huang High School,73,72,aprobado,aprobado
440,440,440,Patricia Nguyen,F,11th,Huang High School,83,56,aprobado,reprobado
441,441,441,James Ho,M,12th,Huang High School,86,61,aprobado,reprobado
442,442,442,Elizabeth Cohen,F,10th,Huang High School,97,61,aprobado,reprobado
443,443,443,Stephanie Lane,F,9th,Huang High School,70,57,aprobado,reprobado
444,444,444,Dawn Rhodes,F,12th,Huang High School,67,66,reprobado,reprobado
445,445,445,Theresa Robinson,F,10th,Huang High School,63,65,reprobado,reprobado
446,446,446,Breanna Mosley,F,9th,Huang High School,85,79,aprobado,aprobado
447,447,447,Carmen Wilson,F,10th,Huang High School,69,92,reprobado,aprobado
448,448,448,Ian Brown,M,9th,Huang High School,77,71,aprobado,aprobado
449,449,449,Kathleen Matthews,F,11th,Huang High School,96,60,aprobado,reprobado
450,450,450,Bryan Diaz,M,11th,Huang High School,64,84,reprobado,aprobado
451,451,451,Gina Sweeney,F,11th,Huang High School,81,59,aprobado,reprobado
452,452,452,Alan Garcia,M,10th,Huang High School,88,60,aprobado,reprobado
453,453,453,Erik Wheeler,M,10th,Huang High School,94,58,aprobado,reprobado
454,454,454,Stephanie Robles,F,9th,Huang High School,83,95,aprobado,aprobado
455,455,455,Samantha Hanson,F,9th,Huang High School,83,61,aprobado,reprobado
456,456,456,Christopher Williams,M,11th,Huang High School,89,83,aprobado,aprobado
457,457,457,Stephanie Hart,F,12th,Huang High School,94,63,aprobado,reprobado
458,458,458,Lisa Becker,F,11th,Huang High School,84,68,aprobado,reprobado
459,459,459,Bianca Johnson,F,9th,Huang High School,92,68,aprobado,reprobado
460,460,460,Amy Steele,F,12th,Huang High School,67,63,reprobado,reprobado
461,461,461,Gina Contreras,F,9th,Huang High School,92,92,aprobado,aprobado
462,462,462,Jaime Alexander,F,10th,Huang High School,93,77,aprobado,aprobado
463,463,463,Kevin Coleman,M,12th,Huang High School,88,77,aprobado,aprobado
464,464,464,Caitlin Williams,F,10th,Huang High School,98,79,aprobado,aprobado
465,465,465,Joseph Lloyd,M,9th,Huang High School,81,89,aprobado,aprobado
466,466,466,Carrie Hernandez,F,11th,Huang High School,86,92,aprobado,aprobado
467,467,467,Travis Young,M,10th,Huang High School,81,61,aprobado,reprobado
468,468,468,Francis Wright,M,12th,Huang High School,63,92,reprobado,aprobado
469,469,469,Joel Harper,M,9th,Huang High School,99,94,aprobado,aprobado
470,470,470,Eduardo Park,M,9th,Huang High School,67,62,reprobado,reprobado
471,471,471,Melissa Yoder,F,10th,Huang High School,95,74,aprobado,aprobado
472,472,472,Donna Campbell,F,9th,Huang High School,82,64,aprobado,reprobado
473,473,473,Connie Delacruz,F,9th,Huang High School,64,58,reprobado,reprobado
474,474,474,Luis Parker,M,9th,Huang High School,89,95,aprobado,aprobado
475,475,475,Pamela Watts,F,11th,Huang High School,82,58,aprobado,reprobado
476,476,476,Lindsey Mitchell,F,10th,Huang High School,72,89,aprobado,aprobado
477,477,477,Brenda Price,F,10th,Huang High School,79,75,aprobado,aprobado
478,478,478,Joseph Howard,M,10th,Huang High School,90,61,aprobado,reprobado
479,479,479,Amy Evans,F,10th,Huang High School,92,73,aprobado,aprobado
480,480,480,Paula Fernandez,F,9th,Huang High School,69,96,reprobado,aprobado
481,481,481,Amber Cunningham,F,11th,Huang High School,97,86,aprobado,aprobado
482,482,482,Preston Wheeler,M,10th,Huang High School,65,56,reprobado,reprobado
483,483,483,James Lopez,M,9th,Huang High School,68,89,reprobado,aprobado
484,484,484,Chad Drake,M,11th,Huang High School,67,99,reprobado,aprobado
485,485,485,Samuel Blackburn,M,11th,Huang High School,73,96,aprobado,aprobado
486,486,486,Shawn Nielsen,M,9th,Huang High School,86,81,aprobado,aprobado
487,487,487,Eric Perez,M,10th,Huang High School,83,67,aprobado,reprobado
488,488,488,Kevin Montgomery,M,12th,Huang High School,67,81,reprobado,aprobado
489,489,489,Terry Thomas,M,9th,Huang High School,88,65,aprobado,reprobado
490,490,490,Kim Meyer,F,9th,Huang High School,92,66,aprobado,reprobado
491,491,491,Michael Townsend,M,10th,Huang High School,95,78,aprobado,aprobado
492,492,492,Ronnie Rodriguez,M,10th,Huang High School,71,79,aprobado,aprobado
493,493,493,Savannah Smith,F,10th,Huang High School,95,79,aprobado,aprobado
494,494,494,Shane Nguyen,M,10th,Huang High School,74,65,aprobado,reprobado
495,495,495,Michael Brown,M,12th,Huang High School,99,71,aprobado,aprobado
496,496,496,Robert Young,M,9th,Huang High School,70,72,aprobado,aprobado
497,497,497,Daniel Griffin,M,9th,Huang High School,74,98,aprobado,aprobado
498,498,498,James Johnson,M,11th,Huang High School,73,80,aprobado,aprobado
499,499,499,Mary Cox,F,10th,Huang High School,97,79,aprobado,aprobado
500,500,500,Tina Aguirre,F,10th,Huang High School,86,90,aprobado,aprobado
501,501,501,Jillian Mcdonald,F,9th,Huang High School,64,70,reprobado,aprobado
502,502,502,Matthew Branch,M,10th,Huang High School,71,89,aprobado,aprobado
503,503,503,Christopher Jordan,M,11th,Huang High School,78,84,aprobado,aprobado
504,504,504,Victor Mcguire,M,11th,Huang High School,93,94,aprobado,aprobado
505,505,505,Erin Arnold,F,10th,Huang High School,96,78,aprobado,aprobado
506,506,506,Nicholas Wu,M,10th,Huang High School,85,74,aprobado,aprobado
507,507,507,Kristen Wilson,F,12th,Huang High School,72,89,aprobado,aprobado
508,508,508,Morgan Moore,F,10th,Huang High School,63,84,reprobado,aprobado
509,509,509,Stephen Smith,M,9th,Huang High School,90,90,aprobado,aprobado
510,510,510,Jeremy Romero,M,10th,Huang High School,76,58,aprobado,reprobado
511,511,511,Julie Bush,F,9th,Huang High School,96,97,aprobado,aprobado
512,512,512,Brittany Taylor,F,11th,Huang High School,81,58,aprobado,reprobado
513,513,513,James Kim,M,10th,Huang High School,89,70,aprobado,aprobado
514,514,514,Ashley Roberts,F,10th,Huang High School,93,66,aprobado,reprobado
515,515,515,Brandon Johnson,M,10th,Huang High School,80,74,aprobado,aprobado
516,516,516,David Davenport,M,12th,Huang High School,89,61,aprobado,reprobado
517,517,517,Mark Washington,M,9th,Huang High School,84,78,aprobado,aprobado
518,518,518,Alicia Marshall,F,9th,Huang High School,97,84,aprobado,aprobado
519,519,519,Barbara Santana,F,12th,Huang High School,90,69,aprobado,reprobado
520,520,520,Samantha Parker,F,10th,Huang High School,88,72,aprobado,aprobado
521,521,521,Joseph Walters,M,11th,Huang High School,82,76,aprobado,aprobado
522,522,522,Michael Zamora,M,11th,Huang High School,96,94,aprobado,aprobado
523,523,523,Kyle Cobb,M,11th,Huang High School,72,87,aprobado,aprobado
524,524,524,Jill Clark,F,10th,Huang High School,76,92,aprobado,aprobado
525,525,525,Sarah Warren,F,11th,Huang High School,93,91,aprobado,aprobado
526,526,526,Jennifer Robinson,F,10th,Huang High School,89,85,aprobado,aprobado
527,527,527,Patricia Johnson,F,11th,Huang High School,79,68,aprobado,reprobado
528,528,528,Henry Evans,M,10th,Huang High School,68,88,reprobado,aprobado
529,529,529,Alexander Ramsey,M,10th,Huang High School,63,90,reprobado,aprobado
530,530,530,Brandon Stephens,M,10th,Huang High School,89,94,aprobado,aprobado
531,531,531,Jeff Holland,M,9th,Huang High School,72,79,aprobado,aprobado
532,532,532,Samuel Schultz,M,10th,Huang High School,93,93,aprobado,aprobado
533,533,533,Brett Johnson,M,11th,Huang High School,66,72,reprobado,aprobado
534,534,534,Daniel Sherman,M,12th,Huang High School,64,63,reprobado,reprobado
535,535,535,Justin Mccall,M,11th,Huang High School,81,56,aprobado,reprobado
536,536,536,Jonathan Evans,M,9th,Huang High School,99,83,aprobado,aprobado
537,537,537,Jacqueline Kennedy,F,11th,Huang High School,63,69,reprobado,reprobado
538,538,538,Martin Stephenson,M,10th,Huang High School,96,63,aprobado,reprobado
539,539,539,Lindsey Lane,F,9th,Huang High School,90,81,aprobado,aprobado
540,540,540,Jessica Hart,F,10th,Huang High School,95,98,aprobado,aprobado
541,541,541,Edward Lucas,M,10th,Huang High School,76,98,aprobado,aprobado
542,542,542,Lisa Osborne,F,9th,Huang High School,86,69,aprobado,reprobado
543,543,543,Hannah Black,F,9th,Huang High School,80,94,aprobado,aprobado
544,544,544,Alexander Paul,M,9th,Huang High School,72,65,aprobado,reprobado
545,545,545,Brenda Wong,F,12th,Huang High School,63,78,reprobado,aprobado
546,546,546,Thomas Delgado,M,12th,Huang High School,86,80,aprobado,aprobado
547,547,547,Jeremy Sutton,M,9th,Huang High School,74,95,aprobado,aprobado
548,548,548,Paula Donaldson,F,9th,Huang High School,64,85,reprobado,aprobado
549,549,549,Valerie Thompson,F,9th,Huang High School,97,94,aprobado,aprobado
550,550,550,John Schaefer,M,12th,Huang High School,96,86,aprobado,aprobado
551,551,551,Jesus Manning,M,11th,Huang High School,73,95,aprobado,aprobado
552,552,552,Tyrone Lawson,M,10th,Huang High School,73,87,aprobado,aprobado
553,553,553,Carl May,M,10th,Huang High School,72,58,aprobado,reprobado
554,554,554,Brittany Russell,F,12th,Huang High School,67,55,reprobado,reprobado
555,555,555,Philip Edwards,M,9th,Huang High School,64,55,reprobado,reprobado
556,556,556,Robert Aguilar,M,9th,Huang High School,88,82,aprobado,aprobado
557,557,557,Aaron Russo,M,10th,Huang High School,92,60,aprobado,reprobado
558,558,558,Tracy Andrade,M,9th,Huang High School,96,77,aprobado,aprobado
559,559,559,Amy Sullivan,F,12th,Huang High School,73,60,aprobado,reprobado
560,560,560,Howard Beck,M,10th,Huang High School,79,65,aprobado,reprobado
561,561,561,Xavier Bell II,M,11th,Huang High School,84,91,aprobado,aprobado
562,562,562,Dawn Schultz,F,10th,Huang High School,96,88,aprobado,aprobado
563,563,563,Caleb Lucas,M,12th,Huang High School,74,68,aprobado,reprobado
564,564,564,Barbara Gonzalez,F,10th,Huang High School,94,92,aprobado,aprobado
565,565,565,Charles Yang,M,10th,Huang High School,79,70,aprobado,aprobado
566,566,566,David Gallagher,M,12th,Huang High School,77,79,aprobado,aprobado
567,567,567,Bethany Vargas,F,11th,Huang High School,91,87,aprobado,aprobado
568,568,568,Jennifer Schultz,F,12th,Huang High School,81,74,aprobado,aprobado
569,569,569,Paula Marshall,F,9th,Huang High School,76,66,aprobado,reprobado
570,570,570,Jordan Elliott,M,11th,Huang High School,89,69,aprobado,reprobado
571,571,571,Samantha Mcmillan,F,12th,Huang High School,77,56,aprobado,reprobado
572,572,572,Judith Johnson,F,9th,Huang High School,77,56,aprobado,reprobado
573,573,573,Grace Palmer,F,10th,Huang High School,91,73,aprobado,aprobado
574,574,574,Brandon Ramirez,M,10th,Huang High School,93,96,aprobado,aprobado
575,575,575,Carol Smith,F,10th,Huang High School,72,87,aprobado,aprobado
576,576,576,Matthew Odom,M,9th,Huang High School,91,90,aprobado,aprobado
577,577,577,Erika Gray,F,10th,Huang High School,79,62,aprobado,reprobado
578,578,578,Donna Kramer,F,11th,Huang High School,85,86,aprobado,aprobado
579,579,579,Jonathan Snyder,M,10th,Huang High School,71,78,aprobado,aprobado
580,580,580,Frank Howe,M,11th,Huang High School,80,89,aprobado,aprobado
581,581,581,Amy Beck,F,9th,Huang High School,83,83,aprobado,aprobado
582,582,582,Lori Holmes,F,9th,Huang High School,72,94,aprobado,aprobado
583,583,583,Rebekah Hampton,F,11th,Huang High School,77,81,aprobado,aprobado
584,584,584,Perry Bishop,M,9th,Huang High School,85,73,aprobado,aprobado
585,585,585,Andrew Hanson,M,12th,Huang High School,73,73,aprobado,aprobado
586,586,586,Jody Hughes,F,11th,Huang High School,96,76,aprobado,aprobado
587,587,587,Anna Garcia,F,11th,Huang High School,78,97,aprobado,aprobado
588,588,588,Colleen Walker,F,11th,Huang High School,90,74,aprobado,aprobado
589,589,589,Danny Bridges,M,11th,Huang High School,83,66,aprobado,reprobado
590,590,590,Kristina Ford,F,10th,Huang High School,92,75,aprobado,aprobado
591,591,591,Sabrina Davidson,F,9th,Huang High School,93,68,aprobado,reprobado
592,592,592,Alexander Freeman,M,9th,Huang High School,73,86,aprobado,aprobado
593,593,593,Jack Davis,M,9th,Huang High School,63,93,reprobado,aprobado
594,594,594,Victor Rivera,M,11th,Huang High School,79,87,aprobado,aprobado
595,595,595,Elizabeth Pena,F,11th,Huang High School,93,56,aprobado,reprobado
596,596,596,Neil Castro,M,12th,Huang High School,69,92,reprobado,aprobado
597,597,597,Michael Briggs,M,10th,Huang High School,85,90,aprobado,aprobado
598,598,598,Anna Andersen,F,9th,Huang High School,77,81,aprobado,aprobado
599,599,599,Elizabeth Oconnor,F,9th,Huang High School,77,59,aprobado,reprobado
